SimTime,power_in,p_$flow,gp_ack_bus[0]
371.0673698,0.017011524136161853,1.6548351469197802,1
371.0674305,0.017011534187172692,1.6548357610495072,1
371.067552,0.017011554289205557,1.6548369893306329,1
371.0677951,0.017011594493316039,1.6548394459794808,1
371.0682811,0.017011674901716026,1.6548443596229163,1
371.0692533,0.01701183571923218,1.6548541882875289,1
371.0711976,0.017012157357129853,1.6548738510862628,1
371.0750861,0.01701280064439192,1.6549131982339615,1
371.0828632,0.017014087264823834,1.6549919761672389,1
371.0984175,0.017016660689628749,1.6551498469998323,1
371.129526,0.017021808277229718,1.6554667053280938,1
371.1917429,0.017032106418772355,1.6561039267547859,1
371.2228514,0.017037256977635782,1.6564239494396924,1
371.2850684,0.017047561085790999,1.6570657499350321,1
371.4095023,0.017068181297781461,1.6583530556912196,1
371.4508559,0.0170750376269189,1.6587814304553408,1
371.533563,0.017088755595781192,1.6596379567245849,1
371.6989772,0.017116212754006089,1.6613485916621393,1
371.9457667,0.017157229949709623,1.6638957640892535,1
372.0160919,0.017168929724573158,1.6646213820965414,1
372.1567424,0.017192344601019066,1.6660763803292804,1
372.4140088,0.017235226349945759,1.668756546062093,1
372.6908136,0.017281442122032708,1.6716654623638654,1
372.769,0.017281442122032708,1.6716654623638654,0
372.7692187,0.017294547397474932,1.6724929212464021,0
372.9260288,0.017320777411616049,1.6741492163060054,0
373.2396491,0.017373315237958962,1.6774569272280873,0
373.7900199,0.01746576249948455,1.6831983161379853,0
374.3792318,0.017565079544778379,1.6891919858172717,0
375.043696,0.017677495840322969,1.6956909864167315,0
375.067082,0.01768146021066639,1.6959141838909193,0
375.1138539,0.017689390543487726,1.6963722046073315,0
375.1292983,0.017692009682095212,1.696527809680755,0
375.1458964,0.017694824715472242,1.6966958988424967,0
375.1657365,0.017698189968054716,1.6968979682227776,0
375.2054167,0.017704921682454685,1.6973057371833338,0
375.2252568,0.017708288147832121,1.6975113952375012,0
375.264937,0.017715022308696045,1.6979260967793972,0
375.2847772,0.017718390007501781,1.6981351008743442,0
375.2946972,0.017720074012517104,1.6982400040634171,0
375.3145373,0.01772344233534473,1.6984505929368467,0
375.3244574,0.017725126653542485,1.6985562732454027,0
375.3442975,0.017728495605011833,1.6987683802316857,0
375.3839777,0.017735234775372689,1.6991954400086346,0
